timestamp,kkr,alk,f,ge,ibm,celg,m,S&P500
2004-06-25,,23.01,15.85,32.18,89.55,58.82,49.18,17.4
2004-06-28,,23.56,15.65,32.31,88.71,58.01,49.67,17.45
2004-06-29,,23.6,15.87,32.33,88.29,57.89,48.85,17.5
2004-06-30,,23.87,15.65,32.4,88.15,57.26,49.1,17.6
2004-07-01,,23.42,15.02,32.01,87.5,56.95,48.63,17.68
2004-07-02,,23.09,14.95,31.67,87.04,56.95,47.58,17.41
2004-07-06,,23.06,14.96,31.83,85.7,56.65,46.95,17.39
2004-07-07,,22.77,14.96,32.02,85.35,56.33,47.81,17.52
2004-07-08,,21.75,14.77,31.7,83.65,55.43,46.29,17.32
2004-07-09,,21.7,15.16,32.17,83.89,56.29,46.73,17.48
2004-07-12,,22.15,15.15,32.6,84.95,56.0,46.89,18.03
2004-07-13,,21.11,15.15,32.84,85.25,55.4,47.36,18.01
2004-07-14,,20.88,15.1,33.13,84.13,54.52,46.55,18.17
2004-07-15,,21.05,15.03,33.37,84.02,55.67,45.79,18.16
2004-07-16,,19.85,14.85,33.09,84.28,54.26,44.75,18.06
2004-07-19,,20.14,14.98,33.23,85.3,51.5,44.21,18.03
2004-07-20,,21.33,14.6,33.21,86.36,52.51,46.32,18.02
2004-07-21,,20.34,14.53,32.6,85.3,48.74,46.09,18.3
2004-07-22,,20.55,14.65,32.88,86.06,51.0,47.17,18.35
2004-07-23,,20.27,14.67,32.52,84.85,50.54,46.5,18.53
2004-07-26,,20.3,14.74,32.31,85.09,49.29,46.75,18.84
2004-07-27,,20.37,14.88,32.8,85.88,51.03,48.4,19.07
2004-07-28,,20.09,15.19,33.29,85.85,51.37,48.39,18.98
2004-07-29,,21.13,14.95,33.21,86.77,52.52,48.49,19.02
2004-07-30,,20.83,14.72,33.25,87.07,53.33,47.92,18.68
2004-08-02,,20.33,15.05,33.26,86.69,52.44,48.78,18.8
2004-08-03,,20.05,14.71,32.87,85.71,52.34,47.24,18.64
2004-08-04,,20.7,14.69,32.88,85.97,52.28,46.8,18.36
2004-08-05,,19.91,14.2,32.22,85.19,51.19,45.66,17.98
2004-08-06,,19.29,14.07,31.52,83.48,49.76,44.85,18.08
2004-08-09,,18.88,14.08,31.85,83.55,49.7,44.9,18.11
2004-08-10,,19.79,14.32,32.09,84.99,50.97,46.02,18.37
2004-08-11,,20.03,14.23,32.2,83.69,52.4,44.5,18.38
2004-08-12,,19.8,13.86,31.61,82.21,51.61,43.95,18.29
2004-08-13,,19.58,13.8,31.89,83.91,50.14,44.58,18.38
2004-08-16,,20.35,14.06,32.3,84.02,51.65,45.2,18.59
2004-08-17,,20.57,14.15,32.14,84.04,52.39,45.25,18.84
2004-08-18,,21.36,14.3,32.78,85.13,54.0,45.25,19.0
2004-08-19,,20.61,14.0,32.71,84.89,54.41,44.97,19.01
2004-08-20,,21.43,14.11,32.65,85.25,55.01,44.6,19.02
2004-08-23,,21.36,14.04,32.51,84.65,53.59,44.89,19.0
2004-08-24,,21.96,13.91,32.63,84.71,53.61,44.82,19.2
2004-08-25,,22.47,13.96,32.79,85.07,55.76,44.85,19.35
2004-08-26,,23.27,13.97,32.79,84.69,56.22,44.93,19.42
2004-08-27,,22.83,14.12,32.77,84.94,57.23,45.0,19.47
2004-08-30,,23.6,13.96,32.57,84.4,55.5,44.51,19.57
2004-08-31,,23.54,14.11,32.79,84.69,56.75,43.4,19.68
2004-09-01,,22.93,13.9,32.88,84.22,57.24,43.11,19.68
2004-09-02,,23.3,14.36,33.12,84.57,57.81,44.45,19.72
2004-09-03,,23.38,14.21,32.84,84.39,56.75,45.28,19.8
2004-09-07,,23.49,14.56,33.34,84.97,56.3,46.12,19.75
2004-09-08,,23.53,14.25,33.66,85.86,56.48,45.0,19.47
2004-09-09,,23.71,14.17,33.86,86.44,57.23,44.15,19.76
2004-09-10,,24.62,13.96,33.88,86.76,57.65,44.97,19.65
2004-09-13,,24.5,14.1,33.75,86.49,58.3,45.55,19.15
2004-09-14,,24.9,13.98,33.82,86.72,58.37,46.02,19.68
2004-09-15,,24.62,13.81,33.53,86.37,57.98,45.95,19.58
2004-09-16,,25.02,13.95,33.53,86.12,57.79,46.51,20.25
2004-09-17,,24.88,14.22,34.22,85.74,59.39,46.1,20.4
2004-09-20,,25.21,14.13,34.21,85.7,59.1,46.09,20.11
2004-09-21,,25.65,14.23,34.46,85.72,59.84,46.58,20.2
2004-09-22,,24.81,14.0,33.93,84.31,58.76,46.13,19.78
2004-09-23,,24.67,13.8,33.42,83.88,58.35,45.97,20.16
2004-09-24,,24.23,13.8,33.41,84.43,58.17,46.55,20.5
2004-09-27,,24.24,13.89,33.12,84.16,57.8,45.38,20.31
2004-09-28,,24.45,13.92,33.31,84.48,57.71,45.0,20.15
2004-09-29,,25.04,13.86,33.45,84.98,58.44,45.23,20.25
2004-09-30,,24.78,14.05,33.58,85.74,58.23,45.43,20.13
2004-10-01,,25.5,14.19,33.97,86.72,58.88,45.83,20.51
2004-10-04,,25.96,14.15,34.12,87.16,61.45,47.68,20.57
2004-10-05,,24.83,14.16,34.05,87.32,61.96,47.58,20.34
2004-10-06,,25.34,14.18,34.38,88.04,63.14,47.56,20.4
2004-10-07,,24.65,13.86,33.95,87.42,61.29,47.63,20.32
2004-10-08,,24.61,13.95,33.74,86.71,61.04,47.33,20.17
2004-10-11,,24.63,13.95,34.0,86.63,62.46,47.08,20.22
2004-10-12,,24.58,13.82,34.02,86.0,62.46,46.16,20.3
2004-10-13,,25.02,13.69,33.71,84.98,61.69,45.52,20.31
2004-10-14,,24.67,13.12,33.46,84.78,60.85,44.58,20.3
2004-10-15,,24.55,13.25,33.55,84.85,62.13,44.81,20.68
2004-10-18,,24.18,13.25,33.89,85.92,62.65,45.84,20.6
2004-10-19,,23.75,12.93,33.43,89.37,62.1,46.15,19.95
2004-10-20,,23.2,12.9,33.22,88.82,62.38,46.51,19.95
2004-10-21,,24.6,13.06,33.37,88.1,58.215,46.7,20.3
2004-10-22,,25.13,12.97,32.95,87.39,56.12,46.86,20.12
2004-10-25,,25.62,12.7,32.9,88.43,28.99,46.5,20.18
2004-10-26,,26.69,12.85,33.63,89.0,29.53,47.5,20.63
2004-10-27,,26.52,13.14,33.95,90.0,30.1,49.55,20.97
2004-10-28,,26.6,13.16,34.03,89.5,29.5,49.67,20.94
2004-10-29,,26.34,13.03,34.12,89.75,29.62,50.45,20.95
2004-11-01,,26.56,13.23,34.05,90.11,29.6,49.75,21.03
2004-11-02,,28.07,13.24,34.05,90.47,29.93,50.2,21.39
2004-11-03,,27.5,13.25,34.33,91.2,31.5,49.86,21.59
2004-11-04,,28.26,13.78,35.09,92.38,30.71,52.62,21.61
2004-11-05,,28.42,13.81,35.19,93.28,30.38,53.72,21.69
2004-11-08,,28.33,13.77,35.12,93.37,30.03,53.58,21.88
2004-11-09,,28.88,14.08,35.42,93.37,30.77,53.8,21.99
2004-11-10,,28.06,13.91,35.32,93.61,32.09,53.85,21.77
2004-11-11,,28.66,14.25,35.8,94.79,30.97,54.36,21.96
2004-11-12,,28.84,14.23,36.25,95.32,30.41,54.73,22.35
2004-11-15,,29.38,14.35,36.1,95.92,29.44,56.0,22.47
2004-11-16,,28.57,14.21,36.1,94.89,29.36,55.37,22.63
2004-11-17,,28.85,14.31,36.35,95.46,27.87,56.68,22.95
2004-11-18,,29.07,14.34,36.83,95.1,27.3,55.71,22.73
2004-11-19,,28.3,14.15,36.27,94.45,26.85,54.81,22.49
2004-11-22,,28.69,14.09,36.09,95.11,26.62,55.63,22.51
2004-11-23,,29.43,14.09,35.81,95.28,26.87,56.99,22.43
2004-11-24,,28.89,14.08,35.64,95.46,27.2,56.99,22.42
2004-11-26,,29.43,14.25,35.44,94.72,27.39,57.33,22.69
2004-11-29,,30.38,14.23,35.3,95.5,27.3,56.63,22.8
2004-11-30,,31.23,14.18,35.36,94.24,27.42,54.8,22.81
2004-12-01,,32.16,14.14,36.02,95.88,28.01,55.22,23.35
2004-12-02,,32.9,14.23,35.94,95.76,28.57,55.07,23.54
2004-12-03,,32.9,14.31,35.83,97.08,28.6,55.09,23.13
2004-12-06,,32.76,14.27,35.67,97.67,28.38,55.74,23.18
2004-12-07,,32.32,14.23,35.31,96.1,27.89,55.45,22.84
2004-12-08,,32.25,14.21,35.71,96.65,28.52,55.98,22.5
2004-12-09,,32.06,14.24,36.02,97.51,28.68,56.17,24.28
2004-12-10,,31.93,14.22,36.69,96.67,28.84,55.78,24.14
2004-12-13,,31.98,14.23,37.48,96.45,29.16,54.82,24.44
2004-12-14,,32.06,14.32,37.38,97.31,28.99,54.93,25.1
2004-12-15,,32.38,14.29,37.39,97.33,28.37,55.09,24.02
2004-12-16,,32.1,14.22,37.11,97.45,27.72,54.97,24.52
2004-12-17,,31.7,14.34,36.75,96.2,27.011,54.35,24.67
2004-12-20,,31.9,14.66,37.11,96.55,26.22,54.65,24.84
2004-12-21,,32.09,14.71,37.17,97.02,26.05,54.95,24.73
2004-12-22,,32.3,14.83,36.84,97.61,26.29,56.82,24.94
2004-12-23,,32.08,14.8,36.77,97.72,26.54,55.24,24.76
2004-12-27,,31.97,14.74,36.57,97.5,26.54,55.54,24.83
2004-12-28,,32.27,14.88,36.69,98.3,26.95,56.25,24.83
2004-12-29,,32.84,14.74,36.56,98.18,26.8,57.13,24.88
2004-12-30,,33.19,14.8,36.6,98.3,26.76,57.76,24.89
2004-12-31,,33.49,14.64,36.5,98.58,26.52,57.79,24.85
2005-01-03,,32.8,14.71,36.59,97.75,26.3,57.54,24.85
2005-01-04,,31.26,14.66,36.15,96.7,25.17,57.54,24.05
2005-01-05,,30.55,14.43,35.93,96.5,25.55,57.22,24.16
2005-01-06,,29.9,14.45,36.22,96.2,26.75,57.2,24.51
2005-01-07,,29.77,14.65,36.0,95.78,27.23,56.56,24.3
2005-01-10,,29.75,14.55,35.91,95.68,28.4,57.61,24.06
2005-01-11,,30.41,14.43,35.4,95.0,28.21,57.6,24.14
2005-01-12,,30.18,14.32,35.68,95.21,29.74,57.3,23.95
2005-01-13,,29.85,14.08,35.23,94.45,29.2,57.37,23.84
2005-01-14,,30.74,14.06,35.52,94.1,29.85,58.37,24.07
2005-01-18,,31.35,14.08,35.96,94.9,29.7,57.97,23.96
2005-01-19,,30.28,13.93,35.44,93.1,29.4,57.08,23.52
2005-01-20,,29.62,13.46,35.37,93.0,29.14,55.31,23.4
2005-01-21,,28.86,13.11,35.13,92.38,28.76,55.15,23.01
2005-01-24,,27.66,13.07,35.26,91.79,27.98,54.65,22.78
2005-01-25,,28.19,13.23,35.7,92.19,28.4,54.6,22.95
2005-01-26,,28.75,13.35,35.49,91.95,28.78,54.71,22.75
2005-01-27,,28.63,13.19,35.61,91.98,28.27,55.8,22.62
2005-01-28,,29.04,13.14,35.75,92.89,27.4,55.22,23.15
2005-01-31,,29.79,13.17,36.13,93.42,27.34,56.8,23.83
2005-02-01,,29.52,13.08,36.28,93.86,27.6,57.66,24.18
2005-02-02,,29.89,13.27,36.25,94.3,27.86,57.8,24.48
2005-02-03,,30.08,13.11,36.07,93.54,27.24,58.17,24.6
2005-02-04,,30.5,13.22,36.25,94.51,27.9,58.62,24.55
2005-02-07,,31.15,13.42,36.23,94.53,28.46,59.13,23.95
2005-02-08,,30.22,13.16,36.43,94.13,27.92,58.55,24.17
2005-02-09,,29.12,13.12,36.09,92.7,27.12,57.4,23.63
2005-02-10,,29.11,13.1,36.05,92.76,27.2,57.1,23.21
2005-02-11,,29.4,13.06,36.23,93.3,28.14,57.5,23.31
2005-02-14,,29.46,13.1,36.32,93.57,28.08,57.25,23.12
2005-02-15,,29.27,13.16,36.39,94.33,28.5,58.0,23.38
2005-02-16,,29.01,13.25,36.22,94.62,28.61,57.39,23.41
2005-02-17,,28.76,13.0,36.03,93.75,27.59,57.37,22.92
2005-02-18,,28.6,12.96,35.88,93.27,27.49,56.72,23.32
2005-02-22,,28.15,12.76,35.35,92.32,27.45,55.29,23.1
2005-02-23,,28.44,12.81,35.27,92.1,27.69,56.62,23.39
2005-02-24,,28.97,12.8,35.55,92.64,28.15,57.01,23.79
2005-02-25,,29.54,13.0,35.62,92.8,28.17,56.79,23.84
2005-02-28,,28.36,12.65,35.2,92.58,27.375,56.45,23.68
2005-03-01,,28.36,12.67,35.22,93.3,28.15,60.98,24.13
2005-03-02,,29.03,12.47,35.6,92.92,28.62,61.52,24.16
2005-03-03,,29.95,12.5,35.55,92.41,28.51,61.85,23.98
2005-03-04,,30.4,12.4,36.12,92.37,28.68,60.95,24.11
2005-03-07,,30.7,12.52,36.13,91.6,33.88,60.75,24.14
2005-03-08,,29.68,12.45,36.06,92.13,33.11,60.61,23.4
2005-03-09,,29.52,12.34,35.74,92.35,32.9,61.0,23.24
2005-03-10,,29.0,12.37,36.13,92.41,33.0,62.65,23.34
2005-03-11,,29.48,12.39,35.82,91.51,32.8,62.15,23.2
2005-03-14,,29.7,12.39,36.22,91.9,33.97,64.45,23.26
2005-03-15,,29.47,12.23,36.0,91.38,33.87,64.35,22.92
2005-03-16,,28.73,11.91,35.74,90.65,33.25,63.0,22.78
2005-03-17,,29.2,11.67,35.37,89.86,33.24,63.7,22.96
2005-03-18,,28.65,11.39,35.88,89.28,33.05,63.03,22.8
2005-03-21,,28.83,11.51,36.01,89.51,32.94,62.32,23.11
2005-03-22,,28.88,11.17,35.5,89.5,32.93,61.45,22.56
2005-03-23,,29.6,10.99,35.5,90.52,33.11,60.57,22.64
2005-03-24,,29.23,11.29,35.73,90.7,32.93,61.07,22.51
2005-03-28,,29.0,11.22,35.97,91.04,32.25,63.1,22.35
2005-03-29,,29.0,11.27,35.53,90.6,32.07,61.67,22.01
2005-03-30,,29.94,11.44,36.2,90.68,33.59,63.24,22.42
2005-03-31,,29.44,11.33,36.06,91.38,34.05,63.64,22.75
2005-04-01,,29.39,11.18,35.47,90.44,33.76,62.81,22.74
2005-04-04,,29.7,11.09,35.24,90.32,33.7,64.56,23.04
2005-04-05,,30.63,11.1,35.5,89.57,34.23,64.75,23.24
2005-04-06,,31.35,11.11,35.5,89.0,35.15,64.65,23.22
2005-04-07,,31.0,11.3,35.78,88.44,37.31,64.72,23.73
2005-04-08,,30.78,11.03,35.74,87.6,36.42,64.25,23.53
2005-04-11,,30.25,10.44,35.82,86.2,36.92,64.57,23.31
2005-04-12,,30.86,10.06,36.09,85.75,37.93,64.36,23.59
2005-04-13,,30.59,10.05,35.64,84.57,36.96,64.0,23.29
2005-04-14,,30.15,9.75,35.5,83.64,36.52,62.44,23.02
2005-04-15,,30.0,9.5,35.75,76.7,37.07,61.54,22.62
2005-04-18,,30.07,9.34,36.0,76.65,36.94,61.76,22.7
2005-04-19,,30.1,9.28,36.0,75.48,38.94,62.35,22.54
2005-04-20,,29.09,9.34,35.52,72.01,38.36,61.85,22.51
2005-04-21,,28.85,9.82,36.11,74.0,39.5,62.41,23.05
2005-04-22,,27.58,9.89,36.1,74.21,40.1,61.35,23.07
2005-04-25,,27.68,9.79,36.38,74.61,39.83,62.03,23.31
2005-04-26,,27.15,9.57,36.18,75.43,39.83,61.72,22.89
2005-04-27,,26.9,9.44,36.4,77.05,39.61,60.8,23.12
2005-04-28,,26.57,9.14,35.67,75.91,38.17,59.39,22.68
2005-04-29,,26.67,9.11,36.2,76.38,37.91,57.5,22.26
2005-05-02,,27.13,9.22,36.25,76.51,38.24,58.84,21.69
2005-05-03,,27.2,9.47,36.1,76.47,39.46,59.64,21.99
2005-05-04,,27.42,10.16,36.2,77.08,38.7,60.17,22.23
2005-05-05,,27.19,9.7,35.85,75.5,38.18,62.37,22.03
2005-05-06,,27.13,9.76,35.85,75.26,37.23,63.18,21.79
2005-05-09,,27.68,9.95,36.23,74.98,38.1,64.25,22.18
2005-05-10,,27.38,9.78,35.83,73.3,37.55,63.9,21.96
2005-05-11,,27.5,9.64,36.19,73.28,38.23,63.28,22.17
2005-05-12,,26.97,9.35,35.87,72.62,38.93,63.05,21.99
2005-05-13,,26.87,9.3,35.7,73.16,37.0,63.25,21.86
2005-05-16,,27.4,9.41,36.24,74.34,38.65,64.96,22.08
2005-05-17,,27.44,9.31,36.46,74.29,39.06,66.6,22.11
2005-05-18,,28.35,9.92,36.9,76.36,39.34,67.94,22.52
2005-05-19,,28.37,10.01,36.92,77.16,39.26,68.94,22.74
2005-05-20,,28.43,10.0,37.0,76.41,39.42,68.86,22.68
2005-05-23,,28.48,10.17,37.18,76.51,39.16,69.48,22.58
2005-05-24,,28.22,9.98,37.07,75.81,40.4,69.02,22.58
2005-05-25,,27.89,9.96,36.86,76.0,40.07,67.33,22.58
2005-05-26,,28.7,10.03,36.94,77.14,40.94,67.88,23.18
2005-05-27,,28.71,10.07,36.88,77.1,41.2,67.72,23.26
2005-05-31,,29.52,9.98,36.48,75.55,42.34,67.45,23.69
2005-06-01,,29.52,9.92,36.48,76.84,41.45,67.7,23.88
2005-06-02,,30.45,10.27,36.9,77.35,41.34,69.09,24.08
2005-06-03,,29.94,9.9,36.7,75.79,40.09,67.9,24.2
2005-06-06,,30.42,9.96,36.61,75.0,39.98,68.28,23.93
2005-06-07,,30.72,10.06,36.84,75.04,39.78,69.06,24.05
2005-06-08,,30.25,10.09,36.8,74.8,39.48,68.59,24.33
2005-06-09,,30.2,10.02,36.79,74.93,40.0,70.2,24.43
2005-06-10,,30.83,10.33,36.63,74.77,39.95,70.97,24.7
2005-06-13,,30.14,10.52,36.55,75.05,39.91,71.69,25.28
2005-06-14,,30.47,10.82,36.41,74.89,39.9,74.5,24.93
2005-06-15,,30.63,11.16,36.32,76.3,39.71,73.15,24.89
2005-06-16,,30.6,11.37,36.11,77.05,41.29,73.03,24.86
2005-06-17,,30.39,11.28,36.5,76.39,42.1,73.15,24.96
2005-06-20,,30.4,11.11,36.28,76.55,42.35,72.6,24.97
2005-06-21,,30.79,11.17,36.15,76.41,41.13,72.76,24.99
2005-06-22,,30.85,10.68,35.72,77.23,39.52,73.15,24.97
2005-06-23,,29.76,10.4,34.66,75.41,40.0,72.4,24.55
2005-06-24,,29.34,10.21,34.78,74.01,40.69,72.15,24.66
2005-06-27,,29.16,10.12,34.61,73.88,40.42,72.03,24.55
2005-06-28,,30.5,10.4,35.15,75.3,40.76,74.45,24.79
2005-06-29,,30.49,10.41,35.0,74.73,40.57,74.17,25.11
2005-06-30,,29.75,10.24,34.65,74.2,40.7,73.28,25.09
2005-07-01,,29.71,10.31,34.74,74.67,41.79,73.36,25.11
2005-07-05,,29.82,10.4,34.72,74.79,41.21,75.59,25.19
2005-07-06,,29.8,10.35,34.32,75.81,40.22,75.81,25.01
2005-07-07,,29.56,10.27,34.18,77.38,40.75,75.6,24.95
2005-07-08,,30.58,10.42,34.99,79.3,42.42,75.46,25.38
2005-07-11,,30.98,10.71,35.11,78.96,42.7,75.42,25.45
2005-07-12,,30.92,10.78,35.1,80.04,42.7,76.3,25.32
2005-07-13,,31.48,10.69,35.18,81.45,42.29,74.74,25.51
2005-07-14,,31.46,10.89,35.63,82.42,43.2,74.1,25.53
2005-07-15,,32.13,11.0,35.53,82.38,47.25,73.79,25.47
2005-07-18,,32.56,10.93,35.2,81.81,45.79,74.82,25.02
2005-07-19,,32.59,10.84,35.33,83.7,45.715,76.15,25.26
2005-07-20,,34.22,10.93,35.3,84.6,47.89,76.86,25.43
2005-07-21,,33.45,10.64,35.0,84.4,48.8,74.95,25.05
2005-07-22,,33.25,10.72,35.07,84.44,48.16,75.75,25.28
2005-07-25,,33.3,10.61,34.77,84.2,46.9,75.51,25.12
2005-07-26,,34.08,10.86,34.7,84.12,47.47,75.95,24.97
2005-07-27,,33.72,10.88,34.8,83.87,47.27,75.77,26.37
2005-07-28,,34.36,10.9,34.88,83.8,48.24,76.24,26.42
2005-07-29,,34.98,10.74,34.5,83.46,47.85,75.87,26.9
2005-08-01,,35.24,10.85,34.25,83.43,47.91,77.3,26.88
2005-08-02,,35.1,10.88,34.25,83.31,48.73,77.0,26.48
2005-08-03,,35.52,10.75,34.21,84.06,48.41,76.4,26.55
2005-08-04,,34.47,10.64,34.01,83.12,47.89,74.65,26.77
2005-08-05,,33.78,10.36,33.81,83.36,47.51,73.38,26.58
2005-08-08,,33.69,10.37,33.76,83.36,46.08,73.03,26.04
2005-08-09,,33.43,10.44,34.14,83.5,46.95,72.76,26.62
2005-08-10,,33.57,10.4,33.88,82.02,46.71,73.69,26.32
2005-08-11,,33.3,10.36,34.51,82.66,47.3,73.56,26.62
2005-08-12,,33.2,10.14,34.25,82.19,46.94,74.92,26.15
2005-08-15,,33.76,10.15,34.21,82.5,47.56,74.85,26.05
2005-08-16,,34.31,10.06,33.88,81.3,46.73,72.56,25.86
2005-08-17,,35.37,9.93,34.1,81.3,46.51,73.31,26.35
2005-08-18,,34.44,9.76,33.99,81.15,45.95,74.2,26.05
2005-08-19,,33.71,9.76,33.95,82.76,45.96,72.35,25.95
2005-08-22,,34.0,9.76,33.97,82.6,47.13,71.9,26.1
2005-08-23,,33.9,9.8,33.97,82.03,47.5,71.79,26.41
2005-08-24,,33.61,9.92,33.54,81.32,47.65,70.72,25.96
2005-08-25,,33.78,9.82,33.5,81.1,48.41,70.99,25.76
2005-08-26,,34.04,9.77,33.38,80.38,48.88,70.5,25.39
2005-08-29,,33.79,9.77,33.6,81.34,48.9,70.66,25.58
2005-08-30,,32.96,9.75,33.24,80.54,48.4,69.48,25.25
2005-08-31,,33.72,9.97,33.61,80.62,50.19,68.98,25.93
2005-09-01,,32.86,9.73,33.14,79.54,51.01,65.81,25.73
2005-09-02,,32.69,9.86,33.33,79.46,51.35,66.22,25.46
2005-09-06,,32.45,9.96,33.94,81.02,53.24,67.38,25.64
2005-09-07,,32.88,10.13,34.01,80.98,52.7,68.31,25.68
2005-09-08,,32.36,9.92,33.85,80.8,51.1,67.41,25.64
2005-09-09,,32.02,9.9,33.98,81.44,50.64,68.5,25.78
2005-09-12,,32.97,9.92,34.43,81.48,55.68,69.13,25.66
2005-09-13,,31.95,9.82,34.28,80.75,52.91,67.77,25.27
2005-09-14,,31.24,9.96,34.05,80.48,54.77,65.77,24.86
2005-09-15,,31.24,9.86,34.38,80.01,57.0,65.41,24.9
2005-09-16,,31.58,9.93,34.47,80.33,55.52,66.36,25.38
2005-09-19,,30.71,9.71,34.05,79.43,55.58,65.7,24.77
2005-09-20,,30.62,9.76,33.84,78.7,55.27,64.76,24.0
2005-09-21,,29.08,9.66,33.55,77.56,53.98,63.6,23.55
2005-09-22,,30.0,9.72,33.3,78.21,54.1,66.4,24.31
2005-09-23,,30.16,9.79,33.4,78.0,53.0,66.19,24.36
2005-09-26,,29.99,9.96,33.27,77.41,53.68,65.93,24.11
2005-09-27,,30.05,9.85,33.64,77.99,54.11,67.13,23.95
2005-09-28,,29.63,9.95,33.49,79.5,52.85,66.95,23.73
2005-09-29,,28.55,9.86,33.65,80.36,53.6,67.07,23.6
2005-09-30,,29.06,9.86,33.67,80.22,54.32,66.87,23.78
2005-10-03,,29.35,9.89,33.23,80.45,54.58,65.44,23.49
2005-10-04,,29.39,9.78,32.85,80.11,53.47,64.33,23.58
2005-10-05,,28.95,9.42,32.68,79.82,51.51,63.61,23.1
2005-10-06,,29.71,9.32,33.59,79.7,49.18,65.0,22.97
2005-10-07,,29.77,9.23,34.22,80.5,49.52,65.0,23.46
2005-10-10,,29.36,8.93,33.99,81.25,48.36,63.76,23.52
2005-10-11,,28.4,8.71,33.8,83.19,47.54,64.02,22.95
2005-10-12,,28.82,8.69,33.8,82.19,45.91,62.27,23.17
2005-10-13,,28.87,8.99,34.02,82.2,47.61,63.2,22.99
2005-10-14,,29.61,8.61,34.34,82.35,51.7,64.05,23.59
2005-10-17,,29.32,8.66,34.01,82.59,51.18,62.64,23.3
2005-10-18,,29.16,8.47,34.0,83.48,50.92,61.73,22.7
2005-10-19,,29.5,8.47,34.41,84.17,52.45,62.78,22.94
2005-10-20,,29.34,8.42,33.88,83.17,50.8,61.55,22.35
2005-10-21,,30.02,8.25,33.73,83.33,51.64,61.01,23.0
2005-10-24,,31.02,8.6,34.13,83.47,53.44,61.25,23.56
2005-10-25,,30.06,8.63,33.91,83.36,53.53,61.63,23.65
2005-10-26,,29.96,8.52,33.7,82.89,53.8,60.43,23.0
2005-10-27,,29.57,8.14,33.58,82.31,52.96,58.01,22.59
2005-10-28,,30.0,8.02,34.05,81.42,53.82,59.51,23.25
2005-10-31,,31.53,8.32,33.91,81.88,56.1,61.37,23.31
2005-11-01,,31.22,8.22,33.6,81.59,56.6,60.74,23.85
2005-11-02,,33.38,8.27,33.81,81.06,57.69,62.7,24.73
2005-11-03,,32.84,8.38,33.98,82.87,58.85,64.51,24.39
2005-11-04,,33.14,8.29,34.02,83.0,59.69,64.14,24.58
2005-11-07,,33.69,8.34,34.02,83.61,59.45,65.0,24.52
2005-11-08,,32.87,8.26,33.76,83.15,59.43,63.91,24.71
2005-11-09,,33.22,8.03,33.92,82.84,59.18,68.85,24.9
2005-11-10,,34.29,7.82,34.5,83.99,58.28,69.58,25.02
2005-11-11,,34.56,7.97,34.65,84.55,58.9,68.82,24.75
2005-11-14,,34.18,7.93,34.4,84.36,59.9,68.62,25.18
2005-11-15,,33.55,7.84,34.4,85.53,59.97,66.71,24.63
2005-11-16,,34.04,7.65,34.54,86.54,60.35,66.98,24.27
2005-11-17,,35.31,7.8,34.66,86.89,61.29,68.61,24.51
2005-11-18,,35.07,8.4,35.75,87.77,61.75,69.53,24.94
2005-11-21,,34.95,8.32,36.2,87.29,61.93,67.71,25.17
2005-11-22,,34.33,8.34,36.06,87.99,62.95,65.97,25.38
2005-11-23,,35.28,8.43,35.94,88.8,62.78,68.11,25.13
2005-11-25,,35.3,8.32,36.2,88.8,62.43,67.07,25.26
2005-11-28,,34.94,8.36,35.98,89.11,60.77,64.58,25.31
2005-11-29,,35.15,8.53,35.93,89.1,60.15,64.87,25.71
2005-11-30,,35.23,8.13,35.72,88.9,60.92,64.43,25.04
2005-12-01,,36.47,8.1,35.75,89.21,61.0,66.55,25.4
2005-12-02,,37.33,8.15,35.5,88.65,60.0,66.65,25.05
2005-12-05,,37.01,8.06,35.77,88.43,60.53,65.16,24.77
2005-12-06,,37.32,8.11,35.8,89.14,61.27,65.96,24.7
2005-12-07,,37.36,8.2,35.57,88.72,60.7,67.71,24.61
2005-12-08,,36.73,8.17,35.35,87.5,60.66,67.98,24.65
2005-12-09,,36.43,8.18,35.53,86.97,61.34,68.1,24.9
2005-12-12,,36.55,8.19,35.55,85.96,60.9,67.95,24.89
2005-12-13,,35.14,8.13,35.47,83.71,60.7801,66.0,25.17
2005-12-14,,35.29,8.16,35.77,83.13,59.36,66.15,25.03
2005-12-15,,36.16,8.17,36.0,83.53,59.64,65.3,24.9
2005-12-16,,36.75,8.3,36.06,83.37,58.19,64.97,24.53
2005-12-19,,35.62,8.23,35.82,82.76,57.08,64.78,24.64
2005-12-20,,35.56,8.05,35.54,82.48,57.06,65.23,24.47
2005-12-21,,35.5,8.02,35.32,83.12,58.74,65.51,24.09
2005-12-22,,35.65,7.95,35.42,83.22,59.41,65.63,23.94
2005-12-23,,35.34,7.9,35.42,83.48,58.6,66.25,23.84
2005-12-27,,35.41,7.89,35.06,82.99,57.48,64.97,23.85
2005-12-28,,35.41,7.84,35.11,83.04,60.85,66.05,23.68
2005-12-29,,36.1,7.81,35.19,82.4,64.85,66.46,23.63
2005-12-30,,35.72,7.72,35.05,82.2,64.8,66.33,23.36
2006-01-03,,35.25,7.83,35.37,82.06,64.88,68.22,23.15
2006-01-04,,35.95,8.01,35.32,81.95,65.37,69.07,23.25
2006-01-05,,35.56,8.35,35.23,82.5,66.0,69.27,23.16
2006-01-06,,35.26,8.52,35.47,84.95,68.83,69.96,23.26
